"band" "sum" "mean" "sd" "region"
"1036" "gvs_median_wet" "426.673835097284" "42.6673835097284" "4.62996541390259" "13"
"1037" "gvs_min" "245.730827052669" "24.5730827052669" "2.71994660097614" "13"
"1038" "gvs_stdDev" "39.5152513836335" "3.95152513836335" "1.76597754769401" "13"
"1039" "hallcover_median" "926.943738807838" "92.6943738807838" "1.60077795731635" "13"
"1040" "hallcover_stdDev" "234.186753727156" "23.4186753727156" "2.94257134564858" "13"
"1041" "hand" "77.6556825512869" "7.76556825512869" "1.00521599470139" "13"
"1042" "longitude_cos" "53.8857711588553" "5.38857711588553" "1.44009247894481" "13"
"1043" "longitude_sin" "54.2310094344506" "5.42310094344506" "1.45675329127438" "13"
"1044" "ndfi_amp" "5.29721704801013" "0.529721704801013" "0.463177767234731" "13"
"1045" "ndfi_max" "348.779674993809" "34.8779674993809" "4.21472583534046" "13"
"1046" "ndfi_median" "570.854988895724" "57.0854988895724" "3.64513426806085" "13"
"1047" "ndfi_median_dry" "400.207945966014" "40.0207945966014" "3.13060268664141" "13"
"1048" "ndfi_median_wet" "553.643164082454" "55.3643164082454" "4.6479495231086" "13"
"1049" "ndfi_min" "312.353064051288" "31.2353064051288" "2.50192558779403" "13"
"1050" "ndfi_stdDev" "3.20173644394145" "0.320173644394145" "0.402322224373985" "13"
"1051" "ndvi_amp" "137.576969235466" "13.7576969235466" "3.31969717805482" "13"
"1052" "ndvi_median" "937.312402810488" "93.7312402810488" "2.14919062698832" "13"
"1053" "ndvi_median_dry" "946.500219719707" "94.6500219719707" "1.78369243541376" "13"
"1054" "ndvi_median_wet" "777.367410191317" "77.7367410191317" "3.24833298436092" "13"
"1055" "ndvi_stdDev" "130.143875485483" "13.0143875485483" "2.48828895766628" "13"
"1056" "ndwi_amp" "136.646424182473" "13.6646424182473" "2.73809595583671" "13"
"1057" "ndwi_median" "481.224036006424" "48.1224036006424" "3.31565759118103" "13"
"1058" "ndwi_median_dry" "430.951494023549" "43.0951494023549" "3.84064714629376" "13"
"1059" "ndwi_median_wet" "348.30858481785" "34.830858481785" "3.31240098251828" "13"
"1060" "ndwi_stdDev" "100.348485530792" "10.0348485530792" "1.83118311941971" "13"
"1061" "nir_median" "677.511003372163" "67.7511003372162" "3.28243241534201" "13"
"1062" "nir_median_dry" "691.517765775877" "69.1517765775877" "2.75779294937262" "13"
"1063" "nir_median_wet" "447.015736625926" "44.7015736625926" "3.41587046123876" "13"
"1064" "nir_min" "292.922684011184" "29.2922684011184" "3.61587521932947" "13"
"1065" "nir_stdDev" "131.968525877178" "13.1968525877178" "2.86754529398351" "13"
"1066" "npv_amp" "5.5895299854557" "0.55895299854557" "0.455918232682552" "13"
"1067" "npv_max" "19.467039995625" "1.9467039995625" "1.36690829646183" "13"
"1068" "npv_median" "21.2837432520139" "2.12837432520139" "1.24264889909539" "13"
"1069" "npv_median_dry" "64.7268646594838" "6.47268646594838" "1.935054242629" "13"
"1070" "npv_median_wet" "6.89354271138575" "0.689354271138575" "0.677044388922587" "13"
"1071" "npv_min" "25.4386140887936" "2.54386140887936" "1.14981036882045" "13"
"1072" "npv_stdDev" "1.61583334275516" "0.161583334275516" "0.21603722574225" "13"
"1073" "pri_median" "495.418889077638" "49.5418889077638" "5.31018261216023" "13"
"1074" "pri_median_dry" "467.920587103403" "46.7920587103403" "5.52588320180473" "13"
"1075" "pri_median_wet" "461.954471118058" "46.1954471118058" "3.60613542291577" "13"
"1076" "red_edge_1_median" "753.981063233108" "75.3981063233108" "3.01851088919221" "13"
"1077" "red_edge_1_median_dry" "795.482584667001" "79.5482584667001" "3.66434226434316" "13"
"1078" "red_edge_1_median_wet" "537.688322965982" "53.7688322965982" "3.04600531069887" "13"
"1079" "red_edge_1_min" "221.645033668267" "22.1645033668267" "2.53929257902153" "13"
"1080" "red_edge_1_stdDev" "243.731855239724" "24.3731855239724" "3.29265573712194" "13"
"1081" "red_edge_2_median" "749.850951135336" "74.9850951135336" "3.23717514801182" "13"
"1082" "red_edge_2_median_dry" "760.646900633225" "76.0646900633225" "3.10417649348779" "13"
"1083" "red_edge_2_median_wet" "562.453050588612" "56.2453050588612" "4.36649455659118" "13"
"1084" "red_edge_2_min" "273.247121452684" "27.3247121452684" "3.56455138292364" "13"
"1085" "red_edge_2_stdDev" "175.428113519188" "17.5428113519188" "3.97184241319014" "13"
"1086" "red_edge_3_median" "676.58223724357" "67.658223724357" "3.41463740222741" "13"
"1087" "red_edge_3_median_dry" "698.562527564097" "69.8562527564097" "3.32645031707698" "13"
"1088" "red_edge_3_median_wet" "446.87101335593" "44.687101335593" "3.74828846238895" "13"
"1089" "red_edge_3_min" "260.022164828694" "26.0022164828694" "3.4186116166139" "13"
"1090" "red_edge_3_stdDev" "107.057859255102" "10.7057859255102" "3.17459831759912" "13"
"1091" "red_edge_4_median" "679.667425839834" "67.9667425839834" "3.27117657200109" "13"
"1092" "red_edge_4_median_dry" "676.412142345135" "67.6412142345135" "3.0452181599198" "13"
"1093" "red_edge_4_median_wet" "452.621711159559" "45.2621711159559" "3.35965716419127" "13"
"1094" "red_edge_4_min" "281.168915823858" "28.1168915823858" "3.82757115449016" "13"
"1095" "red_edge_4_stdDev" "118.096583029918" "11.8096583029918" "2.89076816671206" "13"
"1096" "red_median" "441.001224376409" "44.1001224376409" "3.0322715462444" "13"
"1097" "red_median_dry" "631.969605862269" "63.1969605862269" "3.65650626385952" "13"
"1098" "red_median_wet" "383.131075169761" "38.3131075169761" "2.17677563205345" "13"
"1099" "red_min" "166.892617888608" "16.6892617888608" "1.10910093099041" "13"
"1100" "red_stdDev" "181.621647994695" "18.1621647994695" "2.20015012549812" "13"
"1101" "savi_median" "894.21880913565" "89.421880913565" "2.21141458841914" "13"
"1102" "savi_median_dry" "849.761326063329" "84.9761326063329" "2.2680938471151" "13"
"1103" "savi_median_wet" "768.457806260544" "76.8457806260544" "3.21235671198917" "13"
"1104" "savi_stdDev" "106.576944357386" "10.6576944357386" "2.77954572958726" "13"
"1105" "sefi_median" "210.546616085074" "21.0546616085074" "2.55138338175932" "13"
"1106" "sefi_median_dry" "112.731119842533" "11.2731119842533" "2.01779547159729" "13"
"1107" "sefi_stdDev" "72.0363381749862" "7.20363381749862" "1.79323937053215" "13"
"1108" "shade_amp" "25.0129705179177" "2.50129705179177" "1.49137896519371" "13"
"1109" "shade_max" "35.0161170079523" "3.50161170079523" "1.32247982869877" "13"
"1110" "shade_median" "14.2338590620159" "1.42338590620159" "0.93133820606069" "13"
"1111" "shade_median_dry" "17.9685057250466" "1.79685057250466" "1.11363356357612" "13"
"1112" "shade_median_wet" "28.9852903198502" "2.89852903198502" "1.44784552695059" "13"
"1113" "shade_min" "3.47344567013936" "0.347344567013936" "0.496341784737288" "13"
"1114" "shade_stdDev" "67.2504909216333" "6.72504909216333" "2.76567554189191" "13"
"1115" "slope" "26.3196360811431" "2.63196360811431" "1.10157478519411" "13"
"1116" "soil_amp" "86.551636961521" "8.6551636961521" "2.45300252326363" "13"
"1117" "soil_max" "129.337654555779" "12.9337654555779" "2.95114566727201" "13"
"1118" "soil_median" "198.226142211366" "19.8226142211366" "2.57869515586595" "13"
"1119" "soil_median_dry" "102.639118339488" "10.2639118339488" "2.18684418770877" "13"
"1120" "soil_median_wet" "215.0838384324" "21.50838384324" "1.9073412232181" "13"
"1121" "soil_min" "70.8885006689463" "7.08885006689463" "1.39446783015512" "13"
"1122" "soil_stdDev" "52.0764011814373" "5.20764011814373" "1.65329614339144" "13"
"1123" "swir1_median" "982.239470507262" "98.2239470507262" "0.725446512231987" "13"
"1124" "swir1_median_dry" "986.21621105339" "98.621621105339" "1.72052505662944" "13"
"1125" "swir1_median_wet" "811.581480477238" "81.1581480477238" "3.18088543366242" "13"
"1126" "swir1_min" "380.120955659208" "38.0120955659208" "3.70673653958451" "13"
"1127" "swir1_stdDev" "231.259058080163" "23.1259058080163" "2.91247997510055" "13"
"1128" "swir2_median" "935.334758807786" "93.5334758807786" "1.71990907393458" "13"
"1129" "swir2_median_dry" "969.265845416043" "96.9265845416043" "1.89210129224758" "13"
"1130" "swir2_median_wet" "675.094490305258" "67.5094490305258" "3.64457366063729" "13"
"1131" "swir2_min" "349.022174607938" "34.9022174607938" "3.70293479152267" "13"
"1132" "swir2_stdDev" "240.010606356149" "24.0010606356149" "3.24523274469084" "13"
"1133" "wefi_amp" "24.2637506028248" "2.42637506028248" "1.19130154628072" "13"
"1134" "wefi_median" "489.611083898444" "48.9611083898444" "3.37744269901725" "13"
"1135" "wefi_median_wet" "355.696755947863" "35.5696755947863" "4.12981092511094" "13"
"1136" "wefi_stdDev" "13.3407101858611" "1.33407101858611" "0.929316323763426" "13"
"1137" "blue_median" "222.111948983214" "22.2111948983214" "2.62080771319382" "7"
"1138" "blue_median_dry" "370.467540626399" "37.0467540626399" "2.85275167841961" "7"
"1139" "blue_median_wet" "376.256432676552" "37.6256432676552" "2.97263608042028" "7"
"1140" "blue_min" "121.504339442332" "12.1504339442332" "2.24865747490951" "7"
"1141" "blue_stdDev" "49.537007950542" "4.9537007950542" "1.5908455506279" "7"
"1142" "cai_median" "249.562347135287" "24.9562347135287" "3.17231293902584" "7"
"1143" "cai_median_dry" "175.782428429465" "17.5782428429465" "2.17687379326257" "7"
"1144" "cai_stdDev" "70.3709185985883" "7.03709185985883" "1.50499482758" "7"
"1145" "cloud_amp" "111.601411889421" "11.1601411889421" "2.69009307657094" "7"
"1146" "cloud_max" "228.870392283164" "22.8870392283164" "3.93717614178346" "7"
"1147" "cloud_median" "216.004610507177" "21.6004610507177" "3.25568707585805" "7"
"1148" "cloud_median_dry" "163.181680646816" "16.3181680646816" "2.92447808604805" "7"
"1149" "cloud_median_wet" "292.462757902896" "29.2462757902896" "3.88580090364873" "7"
"1150" "cloud_min" "111.800866288595" "11.1800866288595" "3.03607858123808" "7"
"1151" "cloud_stdDev" "171.300199406132" "17.1300199406132" "3.27949026155337" "7"
"1152" "evi2_amp" "131.566033185036" "13.1566033185036" "2.90148253712201" "7"
"1153" "evi2_median" "901.311368893701" "90.1311368893701" "2.10558349564971" "7"
"1154" "evi2_median_dry" "819.700220590798" "81.9700220590798" "2.22725833032976" "7"
"1155" "evi2_median_wet" "762.308218662177" "76.2308218662177" "2.59750841085691" "7"
"1156" "evi2_stdDev" "158.357538969976" "15.8357538969976" "3.02225763457286" "7"
"1157" "gcvi_median" "728.465446075762" "72.8465446075762" "2.99327462212852" "7"
"1158" "gcvi_median_dry" "657.241297945136" "65.7241297945136" "3.1174471242164" "7"
"1159" "gcvi_median_wet" "678.070116461179" "67.8070116461179" "2.92813473852578" "7"
"1160" "gcvi_stdDev" "107.354156963723" "10.7354156963723" "2.14645846954055" "7"
"1161" "green_median" "279.855097582335" "27.9855097582335" "3.160640371144" "7"
"1162" "green_median_dry" "322.786227925469" "32.2786227925469" "2.92834583935821" "7"
"1163" "green_median_texture" "18.6043471340567" "1.86043471340567" "1.3114495503884" "7"
"1164" "green_median_wet" "360.528511045038" "36.0528511045038" "2.96846106327561" "7"
"1165" "green_min" "138.228360085107" "13.8228360085107" "2.30777318312149" "7"
"1166" "green_stdDev" "95.0538597408827" "9.50538597408827" "3.25060993242192" "7"
"1167" "gv_amp" "100.528281155426" "10.0528281155426" "2.23407058816995" "7"
"1168" "gv_max" "220.437295381583" "22.0437295381583" "3.11292615536627" "7"
"1169" "gv_median" "499.213226910671" "49.9213226910671" "2.16238884090315" "7"
"1170" "gv_median_dry" "372.943135400023" "37.2943135400023" "2.06491993947612" "7"
"1171" "gv_median_wet" "369.107423019956" "36.9107423019956" "3.33848700521129" "7"
"1172" "gv_min" "194.17482904592" "19.417482904592" "1.98147777360767" "7"
"1173" "gv_stdDev" "45.3421519326438" "4.53421519326438" "1.37284609405681" "7"
"1174" "gvs_amp" "47.9191918800682" "4.79191918800682" "1.77839712283222" "7"
"1175" "gvs_max" "272.151695417504" "27.2151695417504" "4.09315796198082" "7"
"1176" "gvs_median" "555.56711897726" "55.556711897726" "1.94574543138233" "7"
"1177" "gvs_median_dry" "369.018366691357" "36.9018366691357" "1.91062039358884" "7"
"1178" "gvs_median_wet" "512.588478041229" "51.2588478041229" "3.01441273743737" "7"
"1179" "gvs_min" "233.086543700272" "23.3086543700272" "2.19307145506472" "7"
"1180" "gvs_stdDev" "34.1949636636169" "3.41949636636169" "1.1917472661472" "7"
"1181" "hallcover_median" "913.632868959041" "91.3632868959041" "1.68242202221531" "7"
"1182" "hallcover_stdDev" "314.912659319799" "31.4912659319799" "4.00486088926212" "7"
"1183" "hand" "45.2538399375623" "4.52538399375623" "0.777233256054042" "7"
"1184" "longitude_cos" "51.8776756629701" "5.18776756629701" "1.34826936693938" "7"
"1185" "longitude_sin" "50.5491039651553" "5.05491039651553" "1.32835054521056" "7"
"1186" "ndfi_amp" "9.67317746495335" "0.967317746495335" "0.695185795159477" "7"
"1187" "ndfi_max" "383.6134073284" "38.36134073284" "4.42720457576593" "7"
"1188" "ndfi_median" "708.606024430094" "70.8606024430094" "2.23031534480966" "7"
"1189" "ndfi_median_dry" "488.725903588567" "48.8725903588567" "1.96702112446567" "7"
"1190" "ndfi_median_wet" "655.300581178093" "65.5300581178093" "3.28773066397387" "7"
"1191" "ndfi_min" "316.05817477892" "31.605817477892" "2.38094391824284" "7"
"1192" "ndfi_stdDev" "7.25796171265107" "0.725796171265107" "0.45879116055716" "7"
"1193" "ndvi_amp" "106.090034119959" "10.6090034119959" "2.12713303847913" "7"
"1194" "ndvi_median" "951.004040078051" "95.1004040078051" "2.05839063544038" "7"
"1195" "ndvi_median_dry" "920.381241476024" "92.0381241476024" "2.34093396360046" "7"
"1196" "ndvi_median_wet" "796.461151959008" "79.6461151959008" "2.58677670291112" "7"
"1197" "ndvi_stdDev" "108.167712196645" "10.8167712196645" "1.70846034739845" "7"
"1198" "ndwi_amp" "188.858112193329" "18.8858112193329" "3.05884121872827" "7"
"1199" "ndwi_median" "435.358863488686" "43.5358863488686" "2.71521332893731" "7"
"1200" "ndwi_median_dry" "483.063494342409" "48.3063494342408" "3.02031018922101" "7"
"1201" "ndwi_median_wet" "215.054964406313" "21.5054964406313" "2.53810374073778" "7"
"1202" "ndwi_stdDev" "91.3025193027429" "9.13025193027429" "1.64941943202129" "7"
"1203" "nir_median" "676.352224760353" "67.6352224760353" "2.93082728660265" "7"
"1204" "nir_median_dry" "670.209502242185" "67.0209502242185" "2.78210128854426" "7"
"1205" "nir_median_wet" "574.061344515029" "57.4061344515029" "2.83508161527514" "7"
"1206" "nir_min" "315.116637006609" "31.5116637006609" "2.20768812471725" "7"
"1207" "nir_stdDev" "57.082512816162" "5.7082512816162" "1.55550609435055" "7"
"1208" "npv_amp" "2.0941109610571" "0.20941109610571" "0.260843140316172" "7"
"1209" "npv_max" "5.61196675866526" "0.561196675866526" "0.53692285081847" "7"
"1210" "npv_median" "2.91962104218869" "0.291962104218869" "0.31308350488903" "7"
"1211" "npv_median_dry" "28.2138311415373" "2.82138311415373" "1.29341942193774" "7"
"1212" "npv_median_wet" "2.51076723889542" "0.251076723889542" "0.255040223992542" "7"
"1213" "npv_min" "11.8134098848531" "1.18134098848531" "0.708503977391696" "7"
"1214" "npv_stdDev" "2.5006083531691" "0.25006083531691" "0.247770351899712" "7"
"1215" "pri_median" "280.448189859966" "28.0448189859966" "3.24265022053785" "7"
"1216" "pri_median_dry" "254.849161978999" "25.4849161978999" "3.06830761956644" "7"
"1217" "pri_median_wet" "282.795740700678" "28.2795740700678" "4.52669996327956" "7"
"1218" "red_edge_1_median" "720.897942113479" "72.0897942113479" "2.38202795887714" "7"
"1219" "red_edge_1_median_dry" "775.511741716744" "77.5511741716744" "2.14055878079829" "7"
"1220" "red_edge_1_median_wet" "392.021908589298" "39.2021908589298" "3.53319729882642" "7"
"1221" "red_edge_1_min" "152.12539589381" "15.212539589381" "2.47684029096853" "7"
"1222" "red_edge_1_stdDev" "271.909514832012" "27.1909514832012" "3.40935985096309" "7"
"1223" "red_edge_2_median" "722.981430855136" "72.2981430855136" "2.94872333123172" "7"
"1224" "red_edge_2_median_dry" "701.1502015133" "70.11502015133" "2.61408104277129" "7"
"1225" "red_edge_2_median_wet" "651.841310748803" "65.1841310748803" "2.74495915828506" "7"
"1226" "red_edge_2_min" "312.541984678032" "31.2541984678032" "2.93023935115939" "7"
"1227" "red_edge_2_stdDev" "99.7726857588928" "9.97726857588928" "2.24855655064315" "7"
"1228" "red_edge_3_median" "664.920636921986" "66.4920636921986" "3.01466140240046" "7"
"1229" "red_edge_3_median_dry" "650.37101680203" "65.037101680203" "2.95803105519732" "7"
"1230" "red_edge_3_median_wet" "574.465954443938" "57.4465954443938" "2.86254743465479" "7"
"1231" "red_edge_3_min" "307.942250737351" "30.7942250737351" "2.609589372209" "7"
"1232" "red_edge_3_stdDev" "48.9746703265433" "4.89746703265433" "1.6573158485464" "7"
"1233" "red_edge_4_median" "682.41472518998" "68.241472518998" "2.94070831083501" "7"
"1234" "red_edge_4_median_dry" "656.195691440119" "65.6195691440119" "3.00858781024463" "7"
"1235" "red_edge_4_median_wet" "581.088364607012" "58.1088364607012" "2.81468212015341" "7"
"1236" "red_edge_4_min" "309.40356515979" "30.940356515979" "2.21999730504334" "7"
"1237" "red_edge_4_stdDev" "45.8040149491306" "4.58040149491306" "1.51118351208258" "7"
"1238" "red_median" "305.848946158609" "30.5848946158609" "3.22026983091234" "7"
"1239" "red_median_dry" "469.946454253472" "46.9946454253472" "3.26384680108434" "7"
"1240" "red_median_wet" "298.36703991037" "29.836703991037" "3.1025244518678" "7"
"1241" "red_min" "153.839749316438" "15.3839749316438" "2.16804302237711" "7"
"1242" "red_stdDev" "240.269037893495" "24.0269037893495" "3.14705847682678" "7"
"1243" "savi_median" "907.14122568476" "90.714122568476" "2.08002844953019" "7"
"1244" "savi_median_dry" "826.476071685257" "82.6476071685257" "2.23567128506989" "7"
"1245" "savi_median_wet" "766.715977231416" "76.6715977231416" "2.5765018323251" "7"
"1246" "savi_stdDev" "114.112137657205" "11.4112137657205" "2.42406315642945" "7"
"1247" "sefi_median" "196.521564224102" "19.6521564224102" "3.08622300778921" "7"
"1248" "sefi_median_dry" "101.416680143525" "10.1416680143525" "2.64897387481687" "7"
"1249" "sefi_stdDev" "32.7905480124614" "3.27905480124614" "1.39777999324829" "7"
"1250" "shade_amp" "5.53088914202593" "0.553088914202593" "0.553053090526718" "7"
"1251" "shade_max" "47.6129220891784" "4.76129220891785" "1.25131976844956" "7"
"1252" "shade_median" "24.3540363332093" "2.43540363332093" "1.64399328493756" "7"
"1253" "shade_median_dry" "22.880655866754" "2.2880655866754" "1.53199078231481" "7"
"1254" "shade_median_wet" "51.402359587848" "5.1402359587848" "2.41418423622663" "7"
"1255" "shade_min" "19.4318735006118" "1.94318735006118" "1.46296840669283" "7"
"1256" "shade_stdDev" "15.7820782332336" "1.57820782332336" "1.083549995601" "7"
"1257" "slope" "36.3339142559811" "3.63339142559811" "1.12036658356059" "7"
"1258" "soil_amp" "65.0322051726732" "6.50322051726732" "2.43833431945124" "7"
"1259" "soil_max" "81.8260534629776" "8.18260534629776" "2.8172334670516" "7"
"1260" "soil_median" "185.668210572415" "18.5668210572415" "3.15482482161324" "7"
"1261" "soil_median_dry" "104.906225703666" "10.4906225703666" "2.80999418274668" "7"
"1262" "soil_median_wet" "154.240643749633" "15.4240643749633" "2.85380453263883" "7"
"1263" "soil_min" "39.388059820985" "3.9388059820985" "1.3535254280301" "7"
"1264" "soil_stdDev" "50.8737185145677" "5.08737185145677" "1.98126176903447" "7"
"1265" "swir1_median" "976.916097746308" "97.6916097746309" "1.40007283418736" "7"
"1266" "swir1_median_dry" "998.93715972213" "99.893715972213" "0.211753558301912" "7"
"1267" "swir1_median_wet" "810.751343225586" "81.0751343225586" "2.20425394923059" "7"
"1268" "swir1_min" "294.934400073289" "29.4934400073289" "3.13057371253256" "7"
"1269" "swir1_stdDev" "299.142963701958" "29.9142963701958" "3.85881203929913" "7"
"1270" "swir2_median" "918.599460609634" "91.8599460609634" "1.67019146426393" "7"
"1271" "swir2_median_dry" "968.000497525667" "96.8000497525667" "1.14455092322885" "7"
"1272" "swir2_median_wet" "675.408676249517" "67.5408676249517" "2.31087720436807" "7"
"1273" "swir2_min" "273.700837370028" "27.3700837370028" "3.12571653751318" "7"
"1274" "swir2_stdDev" "333.277157331102" "33.3277157331102" "4.38875553438113" "7"
"1275" "wefi_amp" "76.9229337949011" "7.69229337949011" "2.03412551520802" "7"
"1276" "wefi_median" "538.720423841426" "53.8720423841426" "3.11383592856524" "7"
"1277" "wefi_median_wet" "394.387685917644" "39.4387685917644" "3.92138799461927" "7"
"1278" "wefi_stdDev" "50.5599754298484" "5.05599754298484" "1.63200230616731" "7"
"1279" "blue_median" "414.848971513613" "41.4848971513613" "2.92626817762346" "5"
"1280" "blue_median_dry" "186.302728856089" "18.6302728856089" "2.45675538512901" "5"
"1281" "blue_median_wet" "769.338751373625" "76.9338751373625" "1.9415976356736" "5"
"1282" "blue_min" "313.572683097012" "31.3572683097012" "2.75230451694445" "5"
"1283" "blue_stdDev" "185.434921132926" "18.5434921132926" "2.903329589888" "5"
"1284" "cai_median" "679.553232966106" "67.9553232966106" "3.11536129756821" "5"
"1285" "cai_median_dry" "340.095016913463" "34.0095016913463" "4.60479041422782" "5"
"1286" "cai_stdDev" "181.197846423294" "18.1197846423294" "2.54732061499555" "5"
"1287" "cloud_amp" "167.276102696417" "16.7276102696417" "3.66601001450622" "5"
"1288" "cloud_max" "396.350545433318" "39.6350545433318" "5.07658450561097" "5"
"1289" "cloud_median" "478.349628356703" "47.8349628356703" "4.08957047992883" "5"
"1290" "cloud_median_dry" "418.980715798849" "41.8980715798849" "3.83870543815004" "5"
"1291" "cloud_median_wet" "564.893391551522" "56.4893391551522" "4.42333280323321" "5"
"1292" "cloud_min" "316.715305954607" "31.6715305954607" "3.43316085473779" "5"
"1293" "cloud_stdDev" "252.404140208305" "25.2404140208305" "3.72454428876596" "5"
"1294" "evi2_amp" "178.297387178779" "17.8297387178779" "2.53417380121625" "5"
"1295" "evi2_median" "934.961827262789" "93.4961827262789" "2.32271786016782" "5"
"1296" "evi2_median_dry" "825.647615805993" "82.5647615805993" "4.14453508494692" "5"
"1297" "evi2_median_wet" "854.535078892423" "85.4535078892423" "3.37258844114321" "5"
"1298" "evi2_stdDev" "152.126813103128" "15.2126813103128" "2.19840522068707" "5"
"1299" "gcvi_median" "860.670650763029" "86.0670650763029" "2.96101362828368" "5"
"1300" "gcvi_median_dry" "756.982009960184" "75.6982009960184" "4.23319145570561" "5"
"1301" "gcvi_median_wet" "832.868872252978" "83.2868872252978" "3.19579197264701" "5"
"1302" "gcvi_stdDev" "259.267959276954" "25.9267959276954" "2.29632706539133" "5"
"1303" "green_median" "488.235035917483" "48.8235035917483" "2.99886041519393" "5"
"1304" "green_median_dry" "233.29118001175" "23.3291180011749" "2.77663424605748" "5"
"1305" "green_median_texture" "21.2473605618082" "2.12473605618082" "1.65178023723028" "5"
"1306" "green_median_wet" "769.599061655025" "76.9599061655025" "1.95751186235661" "5"
"1307" "green_min" "312.243329887842" "31.2243329887842" "2.85149354636942" "5"
"1308" "green_stdDev" "280.300735867173" "28.0300735867173" "3.17498031654456" "5"
"1309" "gv_amp" "160.164450077665" "16.0164450077665" "1.4260742719369" "5"
"1310" "gv_max" "266.177020350672" "26.6177020350672" "1.56943838759277" "5"
"1311" "gv_median" "495.754378509729" "49.5754378509729" "1.74348447344229" "5"
"1312" "gv_median_dry" "304.235293206868" "30.4235293206868" "1.9289672177359" "5"
"1313" "gv_median_wet" "408.93407315318" "40.893407315318" "1.71718602994832" "5"
"1314" "gv_min" "149.149312815719" "14.9149312815719" "0.902323455495982" "5"
"1315" "gv_stdDev" "98.4109839637755" "9.84109839637756" "1.04896514391307" "5"
"1316" "gvs_amp" "232.951259168836" "23.2951259168836" "2.75113213606834" "5"
"1317" "gvs_max" "551.474356846405" "55.1474356846405" "2.38078870245515" "5"
"1318" "gvs_median" "542.631824763717" "54.2631824763717" "1.94996267407501" "5"
"1319" "gvs_median_dry" "298.669860145815" "29.8669860145815" "1.72440928648804" "5"
"1320" "gvs_median_wet" "609.053149457055" "60.9053149457055" "1.64637392941728" "5"
"1321" "gvs_min" "178.86400225303" "17.886400225303" "1.07629007515372" "5"
"1322" "gvs_stdDev" "162.493652040056" "16.2493652040056" "1.99279453204267" "5"
"1323" "hallcover_median" "990.584185398495" "99.0584185398495" "1.23248106198757" "5"
"1324" "hallcover_stdDev" "116.418956141073" "11.6418956141073" "2.14852819101813" "5"
"1325" "hand" "99.4769422243672" "9.94769422243672" "1.36170850441822" "5"
"1326" "longitude_cos" "149.133967684973" "14.9133967684973" "2.6027918494142" "5"
"1327" "longitude_sin" "149.092615737347" "14.9092615737347" "2.59920789075943" "5"
"1328" "ndfi_amp" "82.3037101763123" "8.23037101763122" "2.16671740277728" "5"
"1329" "ndfi_max" "719.98298817763" "71.998298817763" "2.80550765579884" "5"
"1330" "ndfi_median" "717.693620574295" "71.7693620574295" "2.11775489120701" "5"
"1331" "ndfi_median_dry" "390.349899251239" "39.0349899251239" "2.1034485847293" "5"
"1332" "ndfi_median_wet" "805.033876711014" "80.5033876711014" "1.68723518985911" "5"
"1333" "ndfi_min" "224.987074256004" "22.4987074256004" "1.31648296014916" "5"
"1334" "ndfi_stdDev" "57.2655737904819" "5.72655737904819" "1.49775917301194" "5"
"1335" "ndvi_amp" "99.0566681338757" "9.90566681338757" "2.16403140192202" "5"
"1336" "ndvi_median" "981.679534597226" "98.1679534597226" "1.76434920403324" "5"
"1337" "ndvi_median_dry" "914.318709543978" "91.4318709543978" "3.49925540520513" "5"
"1338" "ndvi_median_wet" "894.172532204698" "89.4172532204698" "2.6276820166985" "5"
"1339" "ndvi_stdDev" "134.497155165812" "13.4497155165812" "2.09395645936412" "5"
"1340" "ndwi_amp" "324.438017360446" "32.4438017360446" "3.08861175805487" "5"
"1341" "ndwi_median" "591.480935155954" "59.1480935155954" "4.56399609958087" "5"
"1342" "ndwi_median_dry" "624.091078332862" "62.4091078332862" "3.9244970410878" "5"
"1343" "ndwi_median_wet" "166.154125285268" "16.6154125285268" "2.80662826105203" "5"
"1344" "ndwi_stdDev" "238.814154817358" "23.8814154817358" "2.5623225889454" "5"
"1345" "nir_median" "667.858534997605" "66.7858534997605" "3.15795721818907" "5"
"1346" "nir_median_dry" "655.620167264409" "65.5620167264409" "3.01247206366062" "5"
"1347" "nir_median_wet" "621.660393299711" "62.1660393299711" "3.50079039184262" "5"
"1348" "nir_min" "384.497776842904" "38.4497776842904" "3.77958586743147" "5"
"1349" "nir_stdDev" "11.4062698196605" "1.14062698196605" "0.492239339195752" "5"
"1350" "npv_amp" "5.31805346466645" "0.531805346466645" "0.758509092444546" "5"
"1351" "npv_max" "29.5226839928504" "2.95226839928503" "1.50328488326026" "5"
"1352" "npv_median" "36.6528675816982" "3.66528675816982" "1.62332597234916" "5"
"1353" "npv_median_dry" "77.8907995584744" "7.78907995584744" "2.67368783657596" "5"
"1354" "npv_median_wet" "16.7059414676553" "1.67059414676553" "0.828744348765217" "5"
"1355" "npv_min" "28.3707728971578" "2.83707728971578" "1.17669528580146" "5"
"1356" "npv_stdDev" "10.724024786796" "1.0724024786796" "0.859417834523009" "5"
"1357" "pri_median" "405.515687450708" "40.5515687450708" "3.78711832567227" "5"
"1358" "pri_median_dry" "447.305202521376" "44.7305202521376" "3.40515218812051" "5"
"1359" "pri_median_wet" "427.315369767574" "42.7315369767574" "1.95922460550447" "5"
"1360" "red_edge_1_median" "769.648448521611" "76.9648448521611" "2.83514326192116" "5"
