"band" "sum" "mean" "sd" "region"
"78" "npv_stdDev" "0.662321234331921" "0.0662321234331921" "0.123948503786911" "30"
"79" "pri_median" "576.580901087779" "57.6580901087778" "4.91187553936029" "30"
"80" "pri_median_dry" "497.518782874089" "49.7518782874089" "3.53875542453085" "30"
"81" "pri_median_wet" "438.635104053961" "43.8635104053961" "5.87542692259716" "30"
"82" "red_edge_1_median" "826.734981542547" "82.6734981542547" "2.67042093896252" "30"
"83" "red_edge_1_median_dry" "829.846552139254" "82.9846552139254" "3.18796358225124" "30"
"84" "red_edge_1_median_wet" "584.229647138677" "58.4229647138677" "2.73203647152463" "30"
"85" "red_edge_1_min" "454.701091873394" "45.4701091873394" "4.67441089916044" "30"
"86" "red_edge_1_stdDev" "134.36239076244" "13.436239076244" "2.96607277582764" "30"
"87" "red_edge_2_median" "625.964137487075" "62.5964137487075" "4.30582286007409" "30"
"88" "red_edge_2_median_dry" "683.516465917824" "68.3516465917824" "3.20995163223821" "30"
"89" "red_edge_2_median_wet" "572.835359035009" "57.2835359035009" "4.74672310501826" "30"
"90" "red_edge_2_min" "506.553277235014" "50.6553277235014" "4.02697176959724" "30"
"91" "red_edge_2_stdDev" "127.558005416841" "12.7558005416841" "2.00103751739209" "30"
"92" "red_edge_3_median" "568.601033316715" "56.8601033316715" "4.53901656848684" "30"
"93" "red_edge_3_median_dry" "640.98503988394" "64.098503988394" "3.40638640455625" "30"
"94" "red_edge_3_median_wet" "541.346645257058" "54.1346645257058" "4.50952646140376" "30"
"95" "red_edge_3_min" "497.763310549559" "49.7763310549559" "3.83021451557364" "30"
"96" "red_edge_3_stdDev" "165.186531760197" "16.5186531760197" "2.05207602163384" "30"
"97" "red_edge_4_median" "560.835406571565" "56.0835406571565" "4.37396117332502" "30"
"98" "red_edge_4_median_dry" "636.205175433406" "63.6205175433406" "3.36510306621399" "30"
"99" "red_edge_4_median_wet" "548.356618996554" "54.8356618996554" "4.18638932507515" "30"
"100" "red_edge_4_min" "506.848578924168" "50.6848578924168" "3.6432114747942" "30"
"101" "red_edge_4_stdDev" "199.713116274083" "19.9713116274083" "2.21686826383001" "30"
"102" "red_median" "329.552499728808" "32.9552499728808" "3.16617119807891" "30"
"103" "red_median_dry" "540.354117919262" "54.0354117919262" "3.78485993640756" "30"
"104" "red_median_wet" "256.569388556035" "25.6569388556035" "5.05665187872699" "30"
"105" "red_min" "194.339168972017" "19.4339168972017" "4.2203307173482" "30"
"106" "red_stdDev" "83.991410330082" "8.3991410330082" "2.46318329990044" "30"
"107" "savi_median" "799.439844057933" "79.9439844057933" "1.92639705887667" "30"
"108" "savi_median_dry" "913.001144678658" "91.3001144678658" "1.05499919552979" "30"
"109" "savi_median_wet" "743.095848939685" "74.3095848939685" "2.26965938478788" "30"
"110" "savi_stdDev" "458.397672851612" "45.8397672851612" "4.5432673016166" "30"
"111" "sefi_median" "148.646624704709" "14.8646624704709" "3.7652928336347" "30"
"112" "sefi_median_dry" "78.6075644490009" "7.86075644490009" "2.60348335494578" "30"
"113" "sefi_stdDev" "102.790083524849" "10.2790083524849" "3.0088325005768" "30"
"114" "shade_amp" "6.32542083781211" "0.632542083781211" "0.418698652460437" "30"
"115" "shade_max" "96.0094174151929" "9.60094174151929" "2.51615849098597" "30"
"116" "shade_median" "77.8504068743694" "7.78504068743694" "2.37389810577284" "30"
"117" "shade_median_dry" "104.256581473285" "10.4256581473285" "2.87119011923621" "30"
"118" "shade_median_wet" "78.9133957420819" "7.89133957420819" "2.16245486284112" "30"
"119" "shade_min" "71.3271548814284" "7.13271548814285" "2.12647502266717" "30"
"120" "shade_stdDev" "11.1770823687109" "1.11770823687109" "0.882166166430626" "30"
"121" "slope" "313.239027851447" "31.3239027851447" "3.6813844354229" "30"
"122" "soil_amp" "56.75959883598" "5.675959883598" "2.068566531474" "30"
"123" "soil_max" "77.4873124150567" "7.74873124150567" "2.76794352104419" "30"
"124" "soil_median" "108.431214470526" "10.8431214470527" "2.88675709883331" "30"
"125" "soil_median_dry" "42.9508504112425" "4.29508504112425" "1.84477667701381" "30"
"126" "soil_median_wet" "148.848495469495" "14.8848495469495" "3.15799414940883" "30"
"127" "soil_min" "41.3660739207061" "4.13660739207061" "1.47331127072592" "30"
"128" "soil_stdDev" "50.7685377730076" "5.07685377730076" "1.64715281399373" "30"
"129" "swir1_median" "847.784081066597" "84.7784081066597" "3.58240280853691" "30"
"130" "swir1_median_dry" "840.069019584405" "84.0069019584405" "3.30844659952322" "30"
"131" "swir1_median_wet" "758.812867121328" "75.8812867121328" "2.86125385665573" "30"
"132" "swir1_min" "547.877307941711" "54.7877307941711" "3.75052825862842" "30"
"133" "swir1_stdDev" "236.380836741871" "23.6380836741871" "3.45136941043548" "30"
"134" "swir2_median" "811.357177157774" "81.1357177157774" "2.93314551512379" "30"
"135" "swir2_median_dry" "907.24928073761" "90.724928073761" "2.67532412116649" "30"
"136" "swir2_median_wet" "696.064299830011" "69.6064299830011" "2.5030408115036" "30"
"137" "swir2_min" "573.849816989927" "57.3849816989927" "3.17989468215439" "30"
"138" "swir2_stdDev" "205.880070841114" "20.5880070841114" "3.68968205539937" "30"
"139" "wefi_amp" "29.3861642984529" "2.93861642984528" "1.03898487537107" "30"
"140" "wefi_median" "480.879229461501" "48.0879229461501" "3.823612985064" "30"
"141" "wefi_median_wet" "205.285899684001" "20.5285899684001" "2.78290270421825" "30"
"142" "wefi_stdDev" "3.26427507899184" "0.326427507899184" "0.265289554096412" "30"
"143" "blue_median" "260.036358434026" "26.0036358434026" "2.65536362857736" "31"
"144" "blue_median_dry" "323.760869963244" "32.3760869963244" "5.85394632413292" "31"
"145" "blue_median_wet" "484.980162557183" "48.4980162557183" "2.60094761578185" "31"
"146" "blue_min" "186.363495388407" "18.6363495388407" "2.81393810747542" "31"
"147" "blue_stdDev" "118.885931911344" "11.8885931911344" "2.62375582662668" "31"
"148" "cai_median" "792.168187693733" "79.2168187693733" "2.37109610491925" "31"
"149" "cai_median_dry" "580.291381079378" "58.0291381079378" "3.6971411136752" "31"
"150" "cai_stdDev" "302.792887622964" "30.2792887622964" "2.58460252670073" "31"
"151" "cloud_amp" "99.0558508415302" "9.90558508415302" "1.552857830216" "31"
"152" "cloud_max" "195.764048952035" "19.5764048952035" "3.06878079949602" "31"
"153" "cloud_median" "231.079401506153" "23.1079401506153" "3.17353696728201" "31"
"154" "cloud_median_dry" "112.917837760104" "11.2917837760104" "1.60065057596884" "31"
"155" "cloud_median_wet" "316.342322052628" "31.6342322052628" "4.39561098994166" "31"
"156" "cloud_min" "76.6522126591545" "7.66522126591545" "1.89518844737314" "31"
"157" "cloud_stdDev" "97.8288774861794" "9.78288774861794" "1.43411236870396" "31"
"158" "evi2_amp" "530.655174665732" "53.0655174665732" "3.73547600144567" "31"
"159" "evi2_median" "814.03775468346" "81.403775468346" "2.45375306716303" "31"
"160" "evi2_median_dry" "904.732778276809" "90.4732778276809" "1.04874734453967" "31"
"161" "evi2_median_wet" "749.096670831916" "74.9096670831916" "2.66952646817667" "31"
"162" "evi2_stdDev" "604.5019724309" "60.45019724309" "4.21658437870773" "31"
"163" "gcvi_median" "815.392221238623" "81.5392221238623" "2.70484935355206" "31"
"164" "gcvi_median_dry" "844.156064579601" "84.4156064579601" "1.75034337712273" "31"
"165" "gcvi_median_wet" "703.496694721824" "70.3496694721824" "2.77371282638505" "31"
"166" "gcvi_stdDev" "385.150371044973" "38.5150371044973" "2.94924468781752" "31"
"167" "green_median" "196.982218099306" "19.6982218099306" "4.7211213855831" "31"
"168" "green_median_dry" "614.625653380385" "61.4625653380385" "6.98919512672636" "31"
"169" "green_median_texture" "131.780385986045" "13.1780385986045" "3.36361820848613" "31"
"170" "green_median_wet" "266.251251272429" "26.6251251272429" "2.73709988173705" "31"
"171" "green_min" "112.154216810501" "11.2154216810501" "1.77858689384278" "31"
"172" "green_stdDev" "115.945600085014" "11.5945600085014" "2.20300881947788" "31"
"173" "gv_amp" "60.7608276345083" "6.07608276345083" "2.06458735364071" "31"
"174" "gv_max" "155.86512252542" "15.586512252542" "3.0936536321388" "31"
"175" "gv_median" "372.47915348118" "37.247915348118" "3.51208765686795" "31"
"176" "gv_median_dry" "363.859033948616" "36.3859033948616" "2.84765692953829" "31"
"177" "gv_median_wet" "174.988233470298" "17.4988233470298" "2.96797165392924" "31"
"178" "gv_min" "283.87762789224" "28.387762789224" "2.70064853994132" "31"
"179" "gv_stdDev" "25.3810288465965" "2.53810288465965" "1.35718875679578" "31"
"180" "gvs_amp" "125.642101036791" "12.5642101036791" "2.83500991110089" "31"
"181" "gvs_max" "447.02729484352" "44.702729484352" "3.65220165043323" "31"
"182" "gvs_median" "516.30121621375" "51.630121621375" "3.04580050540197" "31"
"183" "gvs_median_dry" "430.552325956573" "43.0552325956573" "2.84518435714354" "31"
"184" "gvs_median_wet" "443.173391288175" "44.3173391288175" "3.70126752885708" "31"
"185" "gvs_min" "331.556650794244" "33.1556650794244" "2.8663021711989" "31"
"186" "gvs_stdDev" "67.9925118002681" "6.79925118002681" "2.14727498488949" "31"
"187" "hallcover_median" "816.401958802918" "81.6401958802918" "2.9248340585842" "31"
"188" "hallcover_stdDev" "223.932124781635" "22.3932124781635" "3.42689380790848" "31"
"189" "hand" "23.3858312222493" "2.33858312222493" "1.66359848667297" "31"
"190" "longitude_cos" "224.842689201176" "22.4842689201176" "3.07230064394025" "31"
"191" "longitude_sin" "226.167460048881" "22.6167460048881" "3.09712381041945" "31"
"192" "ndfi_amp" "18.4334963663289" "1.84334963663289" "1.14197954916162" "31"
"193" "ndfi_max" "584.258529648818" "58.4258529648818" "2.86871010291909" "31"
"194" "ndfi_median" "590.406891140237" "59.0406891140237" "2.8635475846626" "31"
"195" "ndfi_median_dry" "491.744908191709" "49.1744908191709" "2.61369830035324" "31"
"196" "ndfi_median_wet" "625.707720184975" "62.5707720184975" "3.22205768265901" "31"
"197" "ndfi_min" "442.091549019861" "44.2091549019861" "2.63783670763261" "31"
"198" "ndfi_stdDev" "9.4648102149067" "0.94648102149067" "0.986870110572142" "31"
"199" "ndvi_amp" "112.624497002888" "11.2624497002888" "1.79413323412695" "31"
"200" "ndvi_median" "941.268393996615" "94.1268393996615" "1.78317520605037" "31"
"201" "ndvi_median_dry" "999.818747686819" "99.9818747686819" "0.0573170140826227" "31"
"202" "ndvi_median_wet" "760.023599136278" "76.0023599136278" "2.72676434666614" "31"
"203" "ndvi_stdDev" "152.789276374008" "15.2789276374008" "1.85933164073412" "31"
"204" "ndwi_amp" "294.096407355662" "29.4096407355662" "2.78804251260317" "31"
"205" "ndwi_median" "452.412554182704" "45.2412554182704" "3.97479608357246" "31"
"206" "ndwi_median_dry" "535.38955373852" "53.538955373852" "3.56063781985672" "31"
"207" "ndwi_median_wet" "85.6416830541327" "8.56416830541327" "1.60595519364563" "31"
"208" "ndwi_stdDev" "213.02945660419" "21.302945660419" "2.7747096384584" "31"
"209" "nir_median" "580.635320507698" "58.0635320507698" "3.73395865706734" "31"
"210" "nir_median_dry" "625.022311465764" "62.5022311465764" "3.61970095788452" "31"
"211" "nir_median_wet" "538.112996233153" "53.8112996233153" "3.5723970589329" "31"
"212" "nir_min" "456.056120687909" "45.6056120687909" "3.3176551058668" "31"
"213" "nir_stdDev" "64.3421416632205" "6.43421416632205" "1.68740185744968" "31"
"214" "npv_amp" "9.51916185975891" "0.951916185975891" "0.780654052674626" "31"
"215" "npv_max" "107.457979521918" "10.7457979521918" "2.83937811059399" "31"
"216" "npv_median" "86.5104340795249" "8.65104340795249" "2.33414312694946" "31"
"217" "npv_median_dry" "153.39877418635" "15.339877418635" "2.7936856133038" "31"
"218" "npv_median_wet" "100.414348787106" "10.0414348787106" "2.07641235719606" "31"
"219" "npv_min" "107.818048533692" "10.7818048533692" "1.69210475400341" "31"
"220" "npv_stdDev" "8.42518955106249" "0.842518955106249" "0.843008992862068" "31"
"221" "pri_median" "618.639583594582" "61.8639583594582" "6.3705037686298" "31"
"222" "pri_median_dry" "622.633126484353" "62.2633126484353" "5.42719184755159" "31"
"223" "pri_median_wet" "370.151964357833" "37.0151964357833" "5.19619674083904" "31"
"224" "red_edge_1_median" "834.337201588799" "83.4337201588799" "3.27456752858719" "31"
"225" "red_edge_1_median_dry" "834.445372340539" "83.4445372340539" "2.67153679029593" "31"
"226" "red_edge_1_median_wet" "516.857019922306" "51.6857019922306" "4.64583931428187" "31"
"227" "red_edge_1_min" "514.351728917217" "51.4351728917217" "4.32701072750514" "31"
"228" "red_edge_1_stdDev" "170.452649499657" "17.0452649499657" "2.90476067443767" "31"
"229" "red_edge_2_median" "618.20601432947" "61.820601432947" "3.96351609184423" "31"
"230" "red_edge_2_median_dry" "639.409199216385" "63.9409199216385" "3.71113136463547" "31"
"231" "red_edge_2_median_wet" "555.100658045144" "55.5100658045144" "3.80506291802711" "31"
"232" "red_edge_2_min" "476.287162116983" "47.6287162116983" "3.46994739737822" "31"
"233" "red_edge_2_stdDev" "55.9637942123894" "5.59637942123894" "1.32499356447428" "31"
"234" "red_edge_3_median" "582.259354237563" "58.2259354237563" "3.72228172560724" "31"
"235" "red_edge_3_median_dry" "616.343009321578" "61.6343009321578" "3.65397934046587" "31"
"236" "red_edge_3_median_wet" "538.549423875837" "53.8549423875837" "3.55470526095323" "31"
"237" "red_edge_3_min" "465.151976602868" "46.5151976602868" "3.46575166314255" "31"
"238" "red_edge_3_stdDev" "65.8850950827267" "6.58850950827267" "1.74726376094258" "31"
"239" "red_edge_4_median" "588.749319017286" "58.8749319017286" "3.60472857915915" "31"
"240" "red_edge_4_median_dry" "627.434632418571" "62.743463241857" "3.43172217942408" "31"
"241" "red_edge_4_median_wet" "559.870932377359" "55.9870932377359" "3.4480537931864" "31"
"242" "red_edge_4_min" "459.713804722545" "45.9713804722545" "3.39960938005907" "31"
"243" "red_edge_4_stdDev" "91.4297863400324" "9.14297863400324" "2.07497495920803" "31"
"244" "red_median" "424.703726095319" "42.4703726095319" "4.44257775834737" "31"
"245" "red_median_dry" "751.846902229904" "75.1846902229904" "3.0256242975397" "31"
"246" "red_median_wet" "273.717098350968" "27.3717098350968" "3.64370041236881" "31"
"247" "red_min" "294.743397178949" "29.4743397178949" "4.19982036663451" "31"
"248" "red_stdDev" "153.056494512898" "15.3056494512898" "2.95094407110473" "31"
"249" "savi_median" "821.706212310399" "82.1706212310399" "2.4202609808484" "31"
"250" "savi_median_dry" "913.102632542048" "91.3102632542047" "0.986858503444157" "31"
"251" "savi_median_wet" "749.440797492089" "74.9440797492089" "2.66835194128698" "31"
"252" "savi_stdDev" "582.334226643608" "58.2334226643608" "4.12488163209497" "31"
"253" "sefi_median" "109.467640620045" "10.9467640620045" "2.38002172687869" "31"
"254" "sefi_median_dry" "56.2476882595213" "5.62476882595213" "2.15891154558639" "31"
"255" "sefi_stdDev" "62.1797480831454" "6.21797480831454" "1.98235085650146" "31"
"256" "shade_amp" "6.62662403448297" "0.662662403448297" "0.558917083500762" "31"
"257" "shade_max" "117.751960492689" "11.7751960492689" "2.51210022526433" "31"
"258" "shade_median" "149.547464650119" "14.9547464650119" "3.31575015208594" "31"
"259" "shade_median_dry" "152.403983655165" "15.2403983655165" "3.24148552849559" "31"
"260" "shade_median_wet" "145.795925848473" "14.5795925848473" "3.21726924997812" "31"
"261" "shade_min" "137.539086534956" "13.7539086534956" "3.37121262349098" "31"
"262" "shade_stdDev" "5.28008127043191" "0.528008127043191" "0.577034042916672" "31"
"263" "slope" "401.079668263411" "40.1079668263411" "3.13834866260486" "31"
"264" "soil_amp" "20.376504500104" "2.0376504500104" "1.2431936594293" "31"
"265" "soil_max" "33.7860779594076" "3.37860779594076" "1.74966560388834" "31"
"266" "soil_median" "62.3626949015331" "6.23626949015331" "2.01188375347258" "31"
"267" "soil_median_dry" "17.5266861830096" "1.75266861830096" "1.1926844579384" "31"
"268" "soil_median_wet" "107.560649779002" "10.7560649779002" "1.53644328512989" "31"
"269" "soil_min" "28.8438423686525" "2.88438423686525" "0.974788836296591" "31"
"270" "soil_stdDev" "15.6656488234103" "1.56656488234103" "1.06754370859302" "31"
"271" "swir1_median" "829.194123518233" "82.9194123518233" "2.99141902488092" "31"
"272" "swir1_median_dry" "752.170562933134" "75.2170562933134" "2.68776802283439" "31"
"273" "swir1_median_wet" "697.871855085075" "69.7871855085075" "3.00198480818159" "31"
"274" "swir1_min" "500.926993093237" "50.0926993093237" "3.25011399156287" "31"
"275" "swir1_stdDev" "291.022704155896" "29.1022704155896" "3.79008383031961" "31"
"276" "swir2_median" "777.364090029073" "77.7364090029073" "3.0113598924207" "31"
"277" "swir2_median_dry" "840.147709179641" "84.0147709179641" "2.47475711884581" "31"
"278" "swir2_median_wet" "624.592087870467" "62.4592087870467" "3.41296654535852" "31"
"279" "swir2_min" "520.564738961047" "52.0564738961047" "3.47140978140187" "31"
"280" "swir2_stdDev" "244.709387605736" "24.4709387605736" "4.04699383912033" "31"
"281" "wefi_amp" "25.6870681978506" "2.56870681978506" "1.34962775477256" "31"
"282" "wefi_median" "466.403111625148" "46.6403111625148" "3.80602411013363" "31"
"283" "wefi_median_wet" "239.172522528286" "23.9172522528286" "3.31061810665019" "31"
"284" "wefi_stdDev" "11.1378029085894" "1.11378029085894" "1.04816326791726" "31"
"285" "blue_median" "437.221614937719" "43.7221614937719" "3.43454757104914" "21"
"286" "blue_median_dry" "89.9716469999012" "8.99716469999012" "2.1703987052518" "21"
"287" "blue_median_wet" "460.562439513413" "46.0562439513413" "3.64972902333335" "21"
"288" "blue_min" "258.213761735775" "25.8213761735775" "3.44347955895183" "21"
"289" "blue_stdDev" "144.27044869497" "14.427044869497" "1.91730400645335" "21"
"290" "cai_median" "600.979546136342" "60.0979546136342" "4.42483673037052" "21"
"291" "cai_median_dry" "432.914692915025" "43.2914692915025" "5.68964621491964" "21"
"292" "cai_stdDev" "192.496553115442" "19.2496553115442" "2.42870007768319" "21"
"293" "cloud_amp" "72.4676665931171" "7.24676665931171" "2.15282195616289" "21"
"294" "cloud_max" "248.04176532584" "24.804176532584" "4.5254687662941" "21"
"295" "cloud_median" "357.532195488063" "35.7532195488063" "2.6701127577808" "21"
"296" "cloud_median_dry" "283.133524150222" "28.3133524150222" "2.63165864005377" "21"
"297" "cloud_median_wet" "409.264270261257" "40.9264270261257" "3.05964640024483" "21"
"298" "cloud_min" "226.801628744379" "22.6801628744379" "2.93745663405185" "21"
"299" "cloud_stdDev" "108.953932263929" "10.8953932263929" "2.03105099023649" "21"
"300" "evi2_amp" "491.383047059269" "49.1383047059269" "3.11172954407874" "21"
"301" "evi2_median" "853.260663899984" "85.3260663899984" "1.69533825928231" "21"
"302" "evi2_median_dry" "903.164927995364" "90.3164927995364" "1.25681765508909" "21"
"303" "evi2_median_wet" "807.480120280472" "80.7480120280472" "1.69939872153393" "21"
"304" "evi2_stdDev" "509.716881731438" "50.9716881731438" "2.80402052377386" "21"
"305" "gcvi_median" "845.565909636006" "84.5565909636006" "1.65779272481565" "21"
"306" "gcvi_median_dry" "816.615065392965" "81.6615065392965" "2.10165051973921" "21"
"307" "gcvi_median_wet" "782.057302407489" "78.2057302407489" "1.8511592554414" "21"
"308" "gcvi_stdDev" "570.187496149661" "57.0187496149661" "2.88866784579568" "21"
"309" "green_median" "173.391243197913" "17.3391243197913" "4.00770876222074" "21"
"310" "green_median_dry" "114.84608643184" "11.484608643184" "2.4643902239475" "21"
"311" "green_median_texture" "40.2168141893903" "4.02168141893903" "1.60186522686002" "21"
"312" "green_median_wet" "304.709623714814" "30.4709623714814" "3.38957593119424" "21"
"313" "green_min" "73.9582291493494" "7.39582291493494" "2.15761396409149" "21"
"314" "green_stdDev" "94.2221152037645" "9.42221152037645" "1.55439222439042" "21"
"315" "gv_amp" "26.8241054668544" "2.68241054668544" "1.24589729418736" "21"
"316" "gv_max" "104.181246764009" "10.4181246764009" "2.70205933153506" "21"
"317" "gv_median" "292.421997411273" "29.2421997411273" "3.31198884527051" "21"
"318" "gv_median_dry" "346.024627636149" "34.6024627636149" "1.7654391297948" "21"
"319" "gv_median_wet" "117.386450310483" "11.7386450310483" "2.73814984633159" "21"
"320" "gv_min" "327.346669216638" "32.7346669216638" "1.93281480064683" "21"
"321" "gv_stdDev" "9.3139881710843" "0.93139881710843" "0.629784208073058" "21"
"322" "gvs_amp" "67.7570596851232" "6.77570596851232" "1.69935241159222" "21"
"323" "gvs_max" "343.403632471479" "34.3403632471479" "3.88172849479844" "21"
"324" "gvs_median" "410.073586074095" "41.0073586074095" "3.1380480616676" "21"
"325" "gvs_median_dry" "403.680511117268" "40.3680511117268" "1.76501769309629" "21"
"326" "gvs_median_wet" "333.433966123191" "33.3433966123191" "3.79265833501668" "21"
"327" "gvs_min" "374.590839034523" "37.4590839034523" "2.09962756154816" "21"
"328" "gvs_stdDev" "31.9411687124444" "3.19411687124443" "1.01895526710048" "21"
"329" "hallcover_median" "831.503644271656" "83.1503644271655" "2.41563944046279" "21"
"330" "hallcover_stdDev" "314.400130491423" "31.4400130491423" "3.51702142374564" "21"
"331" "hand" "18.4403562261108" "1.84403562261108" "1.12097667337978" "21"
"332" "longitude_cos" "250.202696706529" "25.0202696706529" "2.44089942966502" "21"
"333" "longitude_sin" "249.977668093129" "24.9977668093129" "2.44008145712566" "21"
"334" "ndfi_amp" "25.2684299224817" "2.52684299224817" "0.842106580426083" "21"
