system:index,area,class_id,file,territory,year,.geo
0_0_0,3112900.339638584,3,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_1,1316009.4000917035,4,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_2,190758.3533173973,11,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_3,150578.77086851763,12,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_4,172994.50464540801,21,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_5,214990.06084946802,25,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0_6,524214.0590554361,33,CERRADO_sentinel_gapfill_temporal_v6,1,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_0,2454059.4160993756,3,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_1,804500.7827604308,4,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_2,126328.35486966516,11,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_3,100859.31544718452,12,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_4,1582543.8665775731,21,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_5,35075.27475481704,25,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1_6,12632.138179666465,33,CERRADO_sentinel_gapfill_temporal_v6,2,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_0,999554.1452335215,3,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_1,4374602.596899708,4,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_2,63887.372208231245,11,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_3,267198.83214122156,12,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_4,384883.98737045337,21,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_5,57975.57678774659,25,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2_6,12323.682209551014,33,CERRADO_sentinel_gapfill_temporal_v6,3,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_0,1426521.5954777685,3,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_1,1208253.042381556,4,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_2,14650.353405593092,11,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_3,300503.19583602995,12,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_4,790223.9970374453,21,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_5,49363.71796785508,25,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3_6,1847.8210535842888,33,CERRADO_sentinel_gapfill_temporal_v6,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_0,435349.442176673,3,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_1,5198443.927013804,4,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_2,21475.835507167012,11,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_3,436054.6453429103,12,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_4,523302.18530350283,21,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_5,370649.0954286175,25,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_6,34479.662100649,33,CERRADO_sentinel_gapfill_temporal_v6,5,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_0,1410393.0475280832,3,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_1,3120866.0758378864,4,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_2,53756.486755613514,11,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_3,308319.11351985426,12,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_4,1837262.120061361,21,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_5,123303.88230525272,25,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5_6,87295.47303525005,33,CERRADO_sentinel_gapfill_temporal_v6,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_0,691606.9976942178,3,CERRADO_sentinel_gapfill_temporal_v6,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6_1,5446792.376122436,4,CERRADO_sentinel_gapfill_temporal_v6,7,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
